word	lemma	code	frq	gender	
magia	magia	RG	0.760381		
magia	magia	NP00000	2.365630	NONE	
magnitud	magnitud	NP00000	0.276207	NONE	
magnitud	magnitud	NCFS000	23.588059	FEMININE	
mallorca	mallorca	NP00000	27.123505	NONE	
mallorca	mallorca	NC00000	0.016247	NONE	
mallorca	mallorca	AQ0000	0.003249	NONE	
mamá	mamá	NCFS000	22.756189	FEMININE	
mamá	mamá	NP00000	2.271395	NONE	
man	man	NCFS000	7.074143	FEMININE	
man	man	NCMS000	0.334698	MASCULINE	
man	man	NP00000	16.955847	NONE	
maneras	manera	NCFP000	20.234584	FEMININE	
maneras	maneras	NP00000	0.194969	NONE	
maneras	maneras	RG	5.030213		
manga	manga	NCMS000	10.365878	MASCULINE	
manga	manga	NCFS000	11.418713	FEMININE	
manga	manga	NP00000	2.589845	NONE	
mapa	mapa	NCMS000	17.430272	MASCULINE	
mapa	mapa	NP00000	2.674331	NONE	
mapa	mapa	NCFS000	3.710919	FEMININE	
margarita	margarita	NCFS000	3.519199	FEMININE	
margarita	margarita	NP00000	18.889294	NONE	
mariano	mariano	NP00000	27.029270	NONE	
mariano	mariano	AQ0MS0	0.883862	MASCULINE	
masas	masa	NCFP000	25.134817	FEMININE	
masas	masas	NP00000	0.350945	NONE	
materias	materia	NCFP000	27.383465	FEMININE	
materias	materias	NP00000	0.633651	NONE	
maíz	maíz	NP00000	1.325793	NONE	
maíz	maíz	NCFP000	0.165724	FEMININE	
maíz	maíz	NCMS000	24.293198	MASCULINE	
mecánica	mecánica	NCFS000	9.784219	FEMININE	
mecánica	mecánica	NP00000	5.520886	NONE	
mecánica	mecánico	AQ0FS0	7.938508	FEMININE	
medias	media	NCFP000	19.292231	FEMININE	
medias	mediar	VMIP2S0	0.042243	NONE	
medias	medio	AQ0FP0	5.839336	FEMININE	
medias	medias	NCFP000	0.055241	FEMININE	
medias	medias	RG	0.055241		
medias	medias	NP00000	1.007342	NONE	
mejoras	mejoras	NP00000	0.594657	NONE	
mejoras	mejora	NCFP000	20.790247	FEMININE	
mendoza	mendoza	AQ0000	0.006499	NONE	
mendoza	mendoza	NP00000	23.025897	NONE	
mendoza	mendoza	NC00000	0.006499	NONE	
mensajes	mensajes	NP00000	0.458178	NONE	
mensajes	mensaje	NCMP000	22.060798	MASCULINE	
merced	merced	NCFS000	20.111103	FEMININE	
merced	merced	CS	0.084487		
merced	merced	NP00000	4.191844	NONE	
meta	meta	NP00000	1.783971	NONE	
meta	meter	VMSP1S0	0.003249	NONE	
meta	meta	NCFS000	23.282607	FEMININE	
meta	meta	NCFP000	0.032495	FEMININE	
miami	miami	NC00000	0.094235	NONE	
miami	miami	NP00000	27.900134	NONE	
miami	miami	AQ0000	0.009748	NONE	
milán	milán	NP00000	21.287419	NONE	
milán	milán	NCMS000	1.459022	MASCULINE	
ministra	ministra	NP00000	4.338071	NONE	
ministra	ministra	NCFS000	18.866548	FEMININE	
mir	mir	NP00000	4.653272	NONE	
mir	mir	NCMS000	21.170437	MASCULINE	
misa	misa	NCFS000	18.138662	FEMININE	
misa	misa	NP00000	5.114700	NONE	
misa	misa	RG	0.035744		
miseria	miseria	NCFS000	21.014461	FEMININE	
miseria	miseria	NP00000	0.805874	NONE	
misiones	misiones	NP00000	5.618371	NONE	
misiones	misión	NCFP000	22.431240	FEMININE	
misterio	misterio	NP00000	1.874957	NONE	
misterio	misterio	NCMS000	24.169718	MASCULINE	
moda	moda	NCFS000	24.865109	FEMININE	
moda	moda	NP00000	1.735228	NONE	
monarca	monarca	NP00000	1.871707	NONE	
monarca	monarca	NCCS000	19.815399	COMMON	
monedas	monedas	NP00000	0.861115	NONE	
monedas	moneda	NCFP000	21.362157	FEMININE	
montes	monte	NCMP000	14.593466	MASCULINE	
montes	montes	NP00000	10.736320	NONE	
moreno	moreno	AQ0MS0	3.405467	MASCULINE	
moreno	moreno	NP00000	23.074639	NONE	
moreno	moreno	NCMS000	0.393188	MASCULINE	
motores	motores	NP00000	0.740884	NONE	
motores	motor	NCMP000	22.008806	MASCULINE	
motores	motores	NCMP000	0.006499	MASCULINE	
muchacha	muchacha	NCFS000	21.631865	FEMININE	
muchacha	muchacha	NP00000	0.276207	NONE	
muchacho	muchacho	NP00000	0.503671	NONE	
muchacho	muchacho	NCMS000	26.489855	MASCULINE	
muestras	muestra	NCFP000	25.976435	FEMININE	
muestras	muestras	NP00000	0.672645	NONE	
mundos	mundos	RG	0.061740		
mundos	mundo	NCMP000	22.720445	MASCULINE	
mundos	mundos	NP00000	1.439525	NONE	
muro	muro	NP00000	4.776752	NONE	
muro	muro	NCMS000	22.635958	MASCULINE	
máquinas	máquinas	NP00000	1.030089	NONE	
máquinas	máquina	NCFP000	23.009649	FEMININE	
máquinas	máquinas	NCFP000	0.445180	FEMININE	
máquinas	máquinas	NCFS000	0.360694	FEMININE	
mérito	mérito	NCMS000	18.544848	MASCULINE	
mérito	mérito	NP00000	5.394156	NONE	
músicos	músico	NCMP000	26.740065	MASCULINE	
músicos	músicos	NP00000	1.816466	NONE	
naves	nave	NCFP000	24.842362	FEMININE	
naves	naves	NCFP000	1.078831	FEMININE	
naves	naves	NP00000	0.604405	NONE	
negativa	negativa	NCFS000	28.524036	FEMININE	
negativa	negativa	NP00000	0.311951	NONE	
normativa	normativa	NCFS000	16.721883	FEMININE	
normativa	normativa	NP00000	0.370442	NONE	
normativa	normativo	AQ0FS0	10.206653	FEMININE	
noruega	noruego	AQ0FS0	5.325917	FEMININE	
noruega	noruega	NCFS000	0.334698	FEMININE	
noruega	noruega	NP00000	20.757752	NONE	
obreros	obrero	NCMP000	25.557251	MASCULINE	
obreros	obreros	NP00000	1.127574	NONE	
océano	océano	NP00000	12.968721	NONE	
océano	océano	NCMS000	12.903731	MASCULINE	
oficinas	oficina	NCFP000	24.091730	FEMININE	
oficinas	oficinas	NP00000	1.621496	NONE	
olor	olor	NCMS000	23.896760	MASCULINE	
olor	olor	SPS00	0.168974	NONE	
olor	olor	NP00000	0.155976	NONE	
olímpicos	olímpico	AQ0MP0	1.848961	MASCULINE	
olímpicos	olímpicos	NCMP000	0.792876	MASCULINE	
olímpicos	olímpicos	NP00000	25.680731	NONE	
opciones	opción	NCFP000	25.742472	FEMININE	
opciones	opciones	NP00000	2.193407	NONE	
oración	oración	NP00000	1.796969	NONE	
oración	oración	NCFS000	21.550628	FEMININE	
ores	ores	NP00000	0.048742	NONE	
ores	or	NCMP000	21.755346	MASCULINE	
orgullo	orgullo	NP00000	1.176316	NONE	
orgullo	orgullo	NCMS000	27.013023	MASCULINE	
orilla	orilla	NCFS000	26.889542	FEMININE	
orilla	orilla	NP00000	0.376941	NONE	
otan	otan	NP00000	25.612492	NONE	
oviedo	oviedo	NC00000	0.012998	NONE	
oviedo	oviedo	AQ0000	0.003249	NONE	
oviedo	oviedo	NP00000	22.775686	NONE	
pagos	pagos	NCFP000	0.198219	FEMININE	
pagos	pagos	NCFS000	1.283549	FEMININE	
pagos	pago	NCMP000	22.821179	MASCULINE	
pagos	pagos	NP00000	0.685643	NONE	
paisaje	paisaje	NCMS000	25.654735	MASCULINE	
paisaje	paisaje	NP00000	1.329042	NONE	
palmas	palma	NCFP000	5.520886	FEMININE	
palmas	palmas	NP00000	17.898199	NONE	
panamá	panamá	NCMS000	1.371285	MASCULINE	
panamá	panamá	NP00000	23.441832	NONE	
paraguay	paraguay	NCMS000	1.540259	MASCULINE	
paraguay	paraguay	NP00000	24.683137	NONE	
paro	paro	NP00000	1.312795	NONE	
paro	paro	NCMS000	23.370343	MASCULINE	
parroquia	parroquia	NCFS000	22.320757	FEMININE	
parroquia	parroquia	NP00000	6.443742	NONE	
pastor	pastor	NP00000	9.001091	NONE	
pastor	pastor	NCMS000	13.755097	MASCULINE	
pastor	pastor	AQ0MS0	0.532917	MASCULINE	
patas	patas	NP00000	0.357444	NONE	
patas	patas	RG	0.428933		
patas	pata	NCFP000	21.254924	FEMININE	
patas	patas	NCMN000	0.224215	MASCULINE	
paulo	paulo	NP00000	23.591308	NONE	
paulo	paular	VMIP1S0	0.513420	NONE	
pecado	pecado	NP00000	0.711639	NONE	
pecado	pecar	VMP00SM	0.971598	MASCULINE	
pecado	pecado	NCMS000	20.322320	MASCULINE	
peces	pece	NCFP000	14.213276	FEMININE	
peces	pez	NCMP000	9.049834	MASCULINE	
peces	peces	NP00000	1.049586	NONE	
penas	peno	AQ0FP0	0.240462	FEMININE	
penas	penas	NP00000	0.994344	NONE	
penas	pena	NCFP000	19.734162	FEMININE	
penas	penas	RG	2.853054		
pendiente	pendiente	NP00000	0.432182	NONE	
pendiente	pendiente	NCFS000	17.732475	FEMININE	
pendiente	pendiente	AQ0CS0	4.620777	COMMON	
pendiente	pendiente	NCMS000	0.558913	MASCULINE	
pensiones	pensiones	NP00000	1.647492	NONE	
pensiones	pensión	NCFP000	22.483232	FEMININE	
pesos	peso	NCMP000	24.894354	MASCULINE	
pesos	pesos	NP00000	1.501265	NONE	
plantilla	plantilla	NCFS000	22.886169	FEMININE	
plantilla	plantilla	NP00000	1.631245	NONE	
plantilla	plantilla	RG	0.360694		
plazas	plaza	NCFP000	21.323163	FEMININE	
plazas	plazas	NCFP000	0.243712	FEMININE	
plazas	plazas	NP00000	1.267302	NONE	
poblado	poblado	NP00000	0.942353	NONE	
poblado	poblado	AQ0MSP	1.420028	MASCULINE	
poblado	poblar	VMP00SM	0.276207	MASCULINE	
poblado	poblado	NCMS000	20.595277	MASCULINE	
poema	poema	NCMS000	24.777373	MASCULINE	
poema	poema	NP00000	1.618247	NONE	
poemas	poema	NCMP000	26.116163	MASCULINE	
poemas	poemas	NP00000	2.411123	NONE	
poetas	poeta	NCMP000	21.215930	MASCULINE	
poetas	poetas	NP00000	1.270551	NONE	
policías	policías	NP00000	1.601999	NONE	
policías	policía	NCCP000	22.882919	COMMON	
polvo	polvo	NP00000	0.792876	NONE	
polvo	polvo	NCMS000	25.781465	MASCULINE	
polémica	polémica	NP00000	0.562162	NONE	
polémica	polémica	NCFS000	23.812274	FEMININE	
portugués	portugués	AQ0MS0	9.634742	MASCULINE	
portugués	portugués	NCMS000	16.757628	MASCULINE	
portugués	portugués	NP00000	1.991938	NONE	
precisión	precisión	NCFS000	21.882076	FEMININE	
precisión	precisión	NP00000	0.285955	NONE	
presos	preso	NCMP000	13.690108	MASCULINE	
presos	preso	AQ0MP0	14.067049	MASCULINE	
presos	presos	NP00000	0.792876	NONE	
prestigio	prestigio	NP00000	0.357444	NONE	
prestigio	prestigio	NCMS000	21.550628	MASCULINE	
prima	primo	AQ0FS0	6.953912	FEMININE	
prima	prima	NP00000	1.260803	NONE	
prima	prima	NCFS000	14.850176	FEMININE	
primo	primar	VMIP1S0	0.003249	NONE	
primo	primo	AQ0MS0	1.059334	MASCULINE	
primo	primo	NCMS000	17.927445	MASCULINE	
primo	primo	NP00000	4.822245	NONE	
prisa	prisa	NP00000	3.005780	NONE	
prisa	prisa	RG	8.565660		
prisa	prisa	NCFS000	10.762316	FEMININE	
profesión	profesión	NCFS000	24.354939	FEMININE	
profesión	profesión	NP00000	0.399687	NONE	
protocolo	protocolo	NCMS000	17.375031	MASCULINE	
protocolo	protocolo	NP00000	11.607184	NONE	
puertos	puertos	NP00000	2.157662	NONE	
puertos	puerto	NCMP000	22.021804	MASCULINE	
puertos	puertos	NCMP000	0.107233	MASCULINE	
pájaros	pájaros	NCMP000	0.204718	MASCULINE	
pájaros	pájaro	NCMP000	24.354939	MASCULINE	
pájaros	pájaros	NP00000	1.134073	NONE	
pérdidas	pérdida	NCFP000	25.011336	FEMININE	
pérdidas	pérdidas	NP00000	0.571911	NONE	
pía	pío	AQ0FS0	7.941757	FEMININE	
pía	pía	NP00000	17.267798	NONE	
quijote	quijote	NP00000	26.034926	NONE	
quijote	quijote	NCMS000	0.627152	MASCULINE	
rajoy	rajoy	NP00000	22.970655	NONE	
rama	rama	NP00000	2.294141	NONE	
rama	rama	RG	0.659647		
rama	rama	NCFS000	25.154314	FEMININE	
ramos	ramos	RG	0.025996		
ramos	ramos	NCMS000	0.133229	MASCULINE	
ramos	ramo	NCMP000	8.705388	MASCULINE	
ramos	ramos	NP00000	14.629211	NONE	
rapidez	rapidez	NCFS000	25.914695	FEMININE	
rapidez	rapidez	NP00000	0.103984	NONE	
rasgos	rasgos	NP00000	0.198219	NONE	
rasgos	rasgo	NCMP000	24.072233	MASCULINE	
rasgos	rasgos	RG	1.822965		
raíces	raíces	NCFP000	0.198219	FEMININE	
raíces	raíces	NP00000	1.082081	NONE	
raíces	raíz	NCFP000	27.688917	FEMININE	
rebeldes	rebelde	NCCP000	10.739569	COMMON	
rebeldes	rebeldes	NP00000	1.039837	NONE	
rebeldes	rebelde	AQ0CP0	9.624994	COMMON	
rebelión	rebelión	NP00000	2.472863	NONE	
rebelión	rebelión	NCFS000	19.724413	FEMININE	
recuerdos	recuerdo	NCMP000	22.824428	MASCULINE	
recuerdos	recuerdos	NP00000	1.309545	NONE	
redacción	redacción	NP00000	2.242149	NONE	
redacción	redacción	NCFS000	19.431959	FEMININE	
refleja	refleja	NP00000	0.129980	NONE	
refleja	refleja	NCFS000	20.735005	FEMININE	
refleja	reflejo	AQ0FS0	6.050553	FEMININE	
refleja	reflejar	VMIP3S0	0.003249	NONE	
relato	relato	NP00000	0.731136	NONE	
relato	relato	NCMS000	28.020365	MASCULINE	
relieve	relieve	NP00000	0.766880	NONE	
relieve	relieve	NCMS000	23.558813	MASCULINE	
reloj	reloj	NP00000	1.878206	NONE	
reloj	reloj	NCMS000	23.971499	MASCULINE	
reloj	reloj	RG	0.298953		
remedio	remedio	NCMS000	28.550032	MASCULINE	
remedio	remedio	NP00000	0.396438	NONE	
renuncia	renuncia	NCFS000	21.726100	FEMININE	
renuncia	renuncia	NP00000	0.617403	NONE	
respaldo	respaldo	NP00000	0.539416	NONE	
respaldo	respaldar	VMIP1S0	0.116982	NONE	
respaldo	respaldo	NCMS000	23.558813	MASCULINE	
reto	reto	NCMS000	21.394652	MASCULINE	
reto	reto	NP00000	0.594657	NONE	
retorno	retorno	UH	0.003249		
retorno	retorno	NCMS000	23.516570	MASCULINE	
retorno	retorno	NP00000	1.696235	NONE	
revistas	rever	VMP00PF	0.032495	FEMININE	
revistas	revista	NCFP000	24.699385	FEMININE	
revistas	revistas	NP00000	0.942353	NONE	
rincón	rincón	NP00000	8.539664	NONE	
rincón	rincón	NCMS000	14.430992	MASCULINE	
rio	rio	AQ0000	0.237213	NONE	
rio	rio	NP00000	20.627772	NONE	
rio	rio	UH	0.003249		
rio	rio	NC00000	4.919730	NONE	
risa	risa	NCFS000	20.985216	FEMININE	
risa	risa	NP00000	0.461428	NONE	
rodrigo	rodrigar	VMIP1S0	0.763631	NONE	
rodrigo	rodrigo	NP00000	23.539316	NONE	
rojas	rojas	NP00000	14.983405	NONE	
rojas	roja	NCFP000	0.012998	FEMININE	
rojas	rojo	AQ0FP0	12.276579	FEMININE	
rosas	rosas	NP00000	13.342412	NONE	
rosas	rosa	AQ0CP0	1.114576	COMMON	
rosas	rosa	NCCP000	9.722479	COMMON	
ruiz	ruiz	NP00000	27.974872	NONE	
ruiz	ruiz	NC00000	0.022746	NONE	
ruiz	ruiz	AQ0000	0.006499	NONE	
rumbo	rumbo	NCMS000	23.932505	MASCULINE	
rumbo	rumbo	NP00000	0.448430	NONE	
rumbo	rumbo	AQ0MS0	2.157662	MASCULINE	
rusos	rusos	NP00000	1.000843	NONE	
rusos	ruso	AQ0MP0	8.126978	MASCULINE	
rusos	ruso	NCMP000	13.680359	MASCULINE	
récord	récord	RG	0.146227		
récord	récord	NP00000	0.740884	NONE	
récord	récord	NCMS000	12.767252	MASCULINE	
récord	récord	AQ0CN0	8.711887	COMMON	
sabiduría	sabiduría	NCFS000	20.728506	FEMININE	
sabiduría	sabiduría	NP00000	3.948132	NONE	
salas	salas	NP00000	7.434837	NONE	
salas	sala	NCFP000	17.183311	FEMININE	
salas	salas	NCFP000	0.805874	FEMININE	
sancho	sancho	NP00000	21.859329	NONE	
sancho	sancho	NCMS000	2.290892	MASCULINE	
sanciones	sanción	NCFP000	25.638488	FEMININE	
sanciones	sanciones	NP00000	0.851367	NONE	
sanidad	sanidad	NP00000	15.821774	NONE	
sanidad	sanidad	NCFS000	12.828992	FEMININE	
secretos	secreto	AQ0MP0	9.059582	MASCULINE	
secretos	secreto	NCMP000	15.916009	MASCULINE	
secretos	secretos	NP00000	2.303889	NONE	
selva	selva	NCFS000	18.671578	FEMININE	
selva	selva	NP00000	3.714169	NONE	
senador	senador	NP00000	6.953912	NONE	
senador	senador	NCMS000	20.738255	MASCULINE	
sentidos	sentido	NCMP000	23.584809	MASCULINE	
sentidos	sentidos	NP00000	0.165724	NONE	
sentidos	sentido	AQ0MPP	1.208811	MASCULINE	
sentidos	sentir	VMP00PM	0.012998	MASCULINE	
sentidos	sentidos	RG	0.094235		
sep	sep	NC00000	0.848117	NONE	
sep	sep	NP00000	24.315945	NONE	
sep	sep	AQ0000	0.012998	NONE	
serbia	serbia	NP00000	17.521258	NONE	
serbia	serbio	AQ0FS0	6.219527	FEMININE	
serbia	serbia	NCFS000	0.126730	FEMININE	
sergio	sergio	NP00000	24.403681	NONE	
sergio	sergio	AQ0000	0.003249	NONE	
sergio	sergio	NC00000	0.032495	NONE	
sesiones	sesión	NCFP000	26.171404	FEMININE	
sesiones	sesiones	NP00000	0.825371	NONE	
señorita	señorita	NP00000	1.650742	NONE	
señorita	señorita	NCFS000	22.363000	FEMININE	
show	show	NCMS000	13.517885	MASCULINE	
show	show	UH	0.003249		
show	show	NP00000	8.682641	NONE	
signo	signo	NP00000	0.978097	NONE	
signo	signo	NCMS000	26.571092	MASCULINE	
signos	signo	NCMP000	22.129037	MASCULINE	
signos	signos	NP00000	0.874113	NONE	
silla	silla	NP00000	1.582502	NONE	
silla	silla	NCFS000	23.224116	FEMININE	
sir	sir	NP00000	19.431959	NONE	
sir	sir	NCMS000	6.788188	MASCULINE	
siria	siria	NCFS000	0.068239	FEMININE	
siria	siria	NP00000	21.843082	NONE	
siria	sirio	AQ0FS0	3.535447	FEMININE	
smith	smith	NC00000	0.025996	NONE	
smith	smith	AQ0000	0.029245	NONE	
smith	smith	NP00000	28.355063	NONE	
solicitud	solicitud	NCFS000	26.788808	FEMININE	
solicitud	solicitud	NP00000	0.627152	NONE	
sonora	sonoro	AQ0FS0	7.334102	FEMININE	
sonora	sonora	NCFS000	10.791561	FEMININE	
sonora	sonora	NP00000	6.638711	NONE	
soporte	soporte	NCMS000	21.254924	MASCULINE	
soporte	soporte	NP00000	2.245399	NONE	
street	street	UH	0.003249		
street	street	AQ0000	0.178722	NONE	
street	street	NC00000	0.334698	NONE	
street	street	NP00000	21.274421	NONE	
subida	subido	AQ0FSP	0.243712	FEMININE	
subida	subir	VMP00SF	0.006499	FEMININE	
subida	subida	NCFS000	21.787840	FEMININE	
subida	subida	NP00000	1.332292	NONE	
sucesión	sucesión	NCFS000	19.831647	FEMININE	
sucesión	sucesión	NP00000	3.376222	NONE	
sucesor	sucesor	NP00000	0.760381	NONE	
sucesor	sucesor	NCMS000	21.290668	MASCULINE	
sucesos	sucesos	NP00000	0.903359	NONE	
sucesos	suceso	NCMP000	24.315945	MASCULINE	
suprema	supremo	AQ0FS0	8.237461	FEMININE	
suprema	suprema	NP00000	13.131195	NONE	
sustancia	sustancia	NCFS000	23.825272	FEMININE	
sustancia	sustancia	NP00000	0.373692	NONE	
símbolos	símbolos	NP00000	1.338790	NONE	
símbolos	símbolo	NCMP000	20.634271	MASCULINE	
tabaco	tabaco	NCMS000	26.164905	MASCULINE	
tabaco	tabaco	NP00000	1.231557	NONE	
talento	talento	NP00000	0.415935	NONE	
talento	talento	NCMS000	27.165749	MASCULINE	
techo	techo	NCMS000	26.090167	MASCULINE	
techo	techo	NP00000	0.896860	NONE	
tenerife	tenerife	NP00000	21.420648	NONE	
tenerife	tenerife	NC00000	0.019497	NONE	
teorías	teoría	NCFP000	23.243613	FEMININE	
teorías	teorías	NP00000	0.607655	NONE	
teresa	teresa	NP00000	25.794463	NONE	
teresa	teresa	AQ0CS0	1.361537	COMMON	
tesoro	tesoro	NP00000	6.157786	NONE	
tesoro	tesoro	NCMS000	15.838022	MASCULINE	
testigo	testigo	NP00000	0.870864	NONE	
testigo	testigo	NCMS000	23.727787	MASCULINE	
testigos	testigo	NCMP000	23.588059	MASCULINE	
testigos	testigos	NP00000	1.598750	NONE	
tienda	tienda	NCFS000	25.186809	FEMININE	
tienda	tienda	NP00000	1.046336	NONE	
tigre	tigre	NCMS000	21.056705	MASCULINE	
tigre	tigre	NP00000	5.420152	NONE	
tiro	tiro	NCMS000	22.645706	MASCULINE	
tiro	tiro	NP00000	4.175597	NONE	
tiro	tiro	RG	0.110483		
tomo	tomo	NP00000	5.966066	NONE	
tomo	tomo	NCMS000	17.111822	MASCULINE	
toneladas	toneladas	NP00000	0.454929	NONE	
toneladas	tonelada	NCFP000	25.748971	FEMININE	
toneladas	toneladas	NCFP000	0.474426	FEMININE	
tony	tony	NC00000	0.058491	NONE	
tony	tony	AQ0000	0.016247	NONE	
tony	tony	NP00000	21.326413	NONE	
toros	toro	NCMP000	16.296200	MASCULINE	
toros	toros	NCFS000	2.326636	FEMININE	
toros	toros	NCFP000	0.243712	FEMININE	
toros	toros	NP00000	5.293422	NONE	
tragedia	tragedia	NP00000	1.208811	NONE	
tragedia	tragedia	NCFS000	25.336285	FEMININE	
tramo	tramo	NCMS000	21.570125	MASCULINE	
tramo	tramo	NP00000	0.734385	NONE	
trigo	trigo	NCMS000	21.531131	MASCULINE	
trigo	trigo	NP00000	1.413529	NONE	
tumba	tumba	NCFS000	23.237114	FEMININE	
tumba	tumba	NP00000	1.563005	NONE	
turno	turno	NCMS000	23.698541	MASCULINE	
turno	turno	NP00000	2.173910	NONE	
ubicación	ubicación	NCFS000	19.981123	FEMININE	
ubicación	ubicación	NP00000	2.576847	NONE	
ucrania	ucrania	NCFS000	0.051992	FEMININE	
ucrania	ucrania	NP00000	22.242769	NONE	
ucrania	ucranio	AQ0FS0	1.936697	FEMININE	
urgencia	urgencia	NP00000	0.370442	NONE	
urgencia	urgencia	NCFS000	22.632708	FEMININE	
usos	usos	NP00000	1.845711	NONE	
usos	uso	NCMP000	21.466141	MASCULINE	
usuario	usuario	NP00000	0.415935	NONE	
usuario	usuario	NCMS000	26.431364	MASCULINE	
usuario	usuario	AQ0MS0	0.253460	MASCULINE	
utilidad	utilidad	NP00000	0.396438	NONE	
utilidad	utilidad	NCFS000	22.954408	FEMININE	
venganza	venganza	NCFS000	22.479982	FEMININE	
venganza	venganza	NP00000	1.059334	NONE	
ventanas	ventana	NCFP000	23.003150	FEMININE	
ventanas	ventanas	NP00000	0.350945	NONE	
vergüenza	vergüenza	NCFS000	23.107134	FEMININE	
vergüenza	vergüenza	NP00000	0.276207	NONE	
versos	versos	NP00000	0.649898	NONE	
versos	verso	AQ0MP0	0.503671	MASCULINE	
versos	verso	NCMP000	22.587215	MASCULINE	
vientos	vientos	RG	0.640150		
vientos	vientos	NP00000	2.004936	NONE	
vientos	viento	NCMP000	21.498636	MASCULINE	
virus	virus	NP00000	1.972441	NONE	
virus	virus	NCMN000	20.549784	MASCULINE	
vitoria	vitoria	NCFS000	1.511014	FEMININE	
vitoria	vitoria	NP00000	23.711539	NONE	
vuelos	vuelos	RG	0.162475		
vuelos	vuelos	NP00000	0.926105	NONE	
vuelos	vuelo	NCMP000	20.835739	MASCULINE	
vídeo	vídeo	NCMS000	22.453986	MASCULINE	
vídeo	vídeo	NP00000	0.828620	NONE	
with	with	NP00000	6.641961	NONE	
with	with	NC00000	11.379719	NONE	
with	with	UH	0.003249		
with	with	VMP0000	0.003249	NONE	
with	with	AQ0000	7.616808	NONE	
águila	águila	NP00000	4.516793	NONE	
águila	águila	NCFS000	17.462767	FEMININE	
álbumes	álbum	NCMP000	19.230491	MASCULINE	
álbumes	álbumes	NP00000	3.233244	NONE	
álvarez	álvarez	NC00000	0.003249	NONE	
álvarez	álvarez	NP00000	25.440269	NONE	
álvarez	álvarez	AQ0000	0.006499	NONE	
ética	ética	NCFS000	18.356377	FEMININE	
ética	ética	NP00000	4.000124	NONE	
ética	ético	AQ0FS0	4.315325	FEMININE	
